D_PROVINCIA;D_MUNICIPIO;D_ESTACION;F_FECHA;D_HORA;'PM10';'PM25';'NO2';'O3';'SO2'
CORDOBA                                                                                                                                                                                                                                                   ;ESPIEL                                                                                                                                                                                                                                                    ;POBLADO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;09:00                                                                                                                                                                                                                                                     ;;;2.0;;3.0
CORDOBA                                                                                                                                                                                                                                                   ;OBEJO                                                                                                                                                                                                                                                     ;OBEJO                                                                                                                                                                                                                                                     ;2023/02/03 00:00:00.000000000;09:00                                                                                                                                                                                                                                                     ;;;;;
CORDOBA                                                                                                                                                                                                                                                   ;VILLAHARTA                                                                                                                                                                                                                                                ;VILLAHARTA                                                                                                                                                                                                                                                ;2023/02/03 00:00:00.000000000;09:00                                                                                                                                                                                                                                                     ;;8.838;2.0;;4.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;ASOMADILLA                                                                                                                                                                                                                                                ;2023/02/03 00:00:00.000000000;10:00                                                                                                                                                                                                                                                     ;35.107;;18.0;30.875;3.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;AVDA. AL-NASIR                                                                                                                                                                                                                                            ;2023/02/03 00:00:00.000000000;10:00                                                                                                                                                                                                                                                     ;51.48;;81.0;;6.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;LEPANTO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;10:00                                                                                                                                                                                                                                                     ;39.465;25.308;30.0;20.125;4.0
CORDOBA                                                                                                                                                                                                                                                   ;ESPIEL                                                                                                                                                                                                                                                    ;POBLADO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;10:00                                                                                                                                                                                                                                                     ;;;3.0;;4.0
CORDOBA                                                                                                                                                                                                                                                   ;OBEJO                                                                                                                                                                                                                                                     ;OBEJO                                                                                                                                                                                                                                                     ;2023/02/03 00:00:00.000000000;10:00                                                                                                                                                                                                                                                     ;;;;;
CORDOBA                                                                                                                                                                                                                                                   ;VILLAHARTA                                                                                                                                                                                                                                                ;VILLAHARTA                                                                                                                                                                                                                                                ;2023/02/03 00:00:00.000000000;10:00                                                                                                                                                                                                                                                     ;;8.877;17.0;;4.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;ASOMADILLA                                                                                                                                                                                                                                                ;2023/02/03 00:00:00.000000000;11:00                                                                                                                                                                                                                                                     ;35.152;;13.0;29.5;3.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;AVDA. AL-NASIR                                                                                                                                                                                                                                            ;2023/02/03 00:00:00.000000000;11:00                                                                                                                                                                                                                                                     ;51.525;;94.0;;6.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;LEPANTO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;11:00                                                                                                                                                                                                                                                     ;39.87;25.661;27.0;18.625;3.0
CORDOBA                                                                                                                                                                                                                                                   ;ESPIEL                                                                                                                                                                                                                                                    ;POBLADO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;11:00                                                                                                                                                                                                                                                     ;;;4.0;;4.0
CORDOBA                                                                                                                                                                                                                                                   ;OBEJO                                                                                                                                                                                                                                                     ;OBEJO                                                                                                                                                                                                                                                     ;2023/02/03 00:00:00.000000000;11:00                                                                                                                                                                                                                                                     ;;;;;
CORDOBA                                                                                                                                                                                                                                                   ;VILLAHARTA                                                                                                                                                                                                                                                ;VILLAHARTA                                                                                                                                                                                                                                                ;2023/02/03 00:00:00.000000000;11:00                                                                                                                                                                                                                                                     ;;8.953;9.0;;4.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;ASOMADILLA                                                                                                                                                                                                                                                ;2023/02/03 00:00:00.000000000;12:00                                                                                                                                                                                                                                                     ;35.107;;17.0;29.5;3.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;AVDA. AL-NASIR                                                                                                                                                                                                                                            ;2023/02/03 00:00:00.000000000;12:00                                                                                                                                                                                                                                                     ;52.02;;104.0;;7.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;LEPANTO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;12:00                                                                                                                                                                                                                                                     ;40.23;25.926;20.0;19.5;4.0
CORDOBA                                                                                                                                                                                                                                                   ;ESPIEL                                                                                                                                                                                                                                                    ;POBLADO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;12:00                                                                                                                                                                                                                                                     ;;;3.0;;4.0
CORDOBA                                                                                                                                                                                                                                                   ;OBEJO                                                                                                                                                                                                                                                     ;OBEJO                                                                                                                                                                                                                                                     ;2023/02/03 00:00:00.000000000;12:00                                                                                                                                                                                                                                                     ;;;;;
CORDOBA                                                                                                                                                                                                                                                   ;VILLAHARTA                                                                                                                                                                                                                                                ;VILLAHARTA                                                                                                                                                                                                                                                ;2023/02/03 00:00:00.000000000;12:00                                                                                                                                                                                                                                                     ;;8.877;7.0;;5.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;ASOMADILLA                                                                                                                                                                                                                                                ;2023/02/03 00:00:00.000000000;13:00                                                                                                                                                                                                                                                     ;34.653;;11.0;32.375;3.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;AVDA. AL-NASIR                                                                                                                                                                                                                                            ;2023/02/03 00:00:00.000000000;13:00                                                                                                                                                                                                                                                     ;51.885;;112.0;;7.0
CORDOBA                                                                                                                                                                                                                                                   ;CÓRDOBA                                                                                                                                                                                                                                                   ;LEPANTO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;13:00                                                                                                                                                                                                                                                     ;40.275;26.058;18.0;22.875;4.0
CORDOBA                                                                                                                                                                                                                                                   ;ESPIEL                                                                                                                                                                                                                                                    ;POBLADO                                                                                                                                                                                                                                                   ;2023/02/03 00:00:00.000000000;13:00                                                                                                                                                                                                                                                     ;;;3.0;;5.0
CORDOBA                                                                                                                                                                                                                                                   ;OBEJO                                                                                                                                                                                                                                                     ;OBEJO                                                                                                                                                                                                                                                     ;2023/02/03 00:00:00.000000000;13:00                                                                                                                                                                                                                                                     ;;;;;
