D_PROVINCIA;D_MUNICIPIO;D_ESTACION;F_FECHA;D_HORA;'PM10';'PM25';'NO2';'O3';'SO2'
ALMERIA                                                                                                                                                                                                                                                   ;ALMERÍA                                                                                                                                                                                                                                                   ;MEDITERRÁNEO                                                                                                                                                                                                                                              ;2023/01/01 00:00:00.000000000;02:00                                                                                                                                                                                                                                                     ;41.477;16.712;40.0;6.0;
ALMERIA                                                                                                                                                                                                                                                   ;BÉDAR                                                                                                                                                                                                                                                     ;BÉDAR                                                                                                                                                                                                                                                     ;2023/01/01 00:00:00.000000000;02:00                                                                                                                                                                                                                                                     ;30.523;;3.0;66.125;4.0
ALMERIA                                                                                                                                                                                                                                                   ;BENAHADUX                                                                                                                                                                                                                                                 ;BENAHADUX                                                                                                                                                                                                                                                 ;2023/01/01 00:00:00.000000000;02:00                                                                                                                                                                                                                                                     ;;;31.0;11.75;1.0
ALMERIA                                                                                                                                                                                                                                                   ;CARBONERAS                                                                                                                                                                                                                                                ;PZA. DEL CASTILLO                                                                                                                                                                                                                                         ;2023/01/01 00:00:00.000000000;02:00                                                                                                                                                                                                                                                     ;35.288;;8.0;;6.0
ALMERIA                                                                                                                                                                                                                                                   ;CUEVAS DEL ALMANZORA                                                                                                                                                                                                                                      ;PALOMARES                                                                                                                                                                                                                                                 ;2023/01/01 00:00:00.000000000;02:00                                                                                                                                                                                                                                                     ;;;8.0;;2.0
ALMERIA                                                                                                                                                                                                                                                   ;EJIDO, EL                                                                                                                                                                                                                                                 ;EL EJIDO                                                                                                                                                                                                                                                  ;2023/01/01 00:00:00.000000000;02:00                                                                                                                                                                                                                                                     ;51.057;;39.0;3.375;4.0
ALMERIA                                                                                                                                                                                                                                                   ;NÍJAR                                                                                                                                                                                                                                                     ;LA GRANATILLA                                                                                                                                                                                                                                             ;2023/01/01 00:00:00.000000000;02:00                                                                                                                                                                                                                                                     ;;;6.0;9.5;2.0
ALMERIA                                                                                                                                                                                                                                                   ;NÍJAR                                                                                                                                                                                                                                                     ;LA JOYA                                                                                                                                                                                                                                                   ;2023/01/01 00:00:00.000000000;02:00                                                                                                                                                                                                                                                     ;;;7.0;28.875;2.0
ALMERIA                                                                                                                                                                                                                                                   ;NÍJAR                                                                                                                                                                                                                                                     ;RODALQUILAR                                                                                                                                                                                                                                               ;2023/01/01 00:00:00.000000000;02:00                                                                                                                                                                                                                                                     ;;;11.0;35.125;5.0
ALMERIA                                                                                                                                                                                                                                                   ;ALMERÍA                                                                                                                                                                                                                                                   ;EL BOTICARIO                                                                                                                                                                                                                                              ;2023/01/01 00:00:00.000000000;03:00                                                                                                                                                                                                                                                     ;;;6.0;26.0;3.0
ALMERIA                                                                                                                                                                                                                                                   ;ALMERÍA                                                                                                                                                                                                                                                   ;MEDITERRÁNEO                                                                                                                                                                                                                                              ;2023/01/01 00:00:00.000000000;03:00                                                                                                                                                                                                                                                     ;43.817;18.592;40.0;5.5;
ALMERIA                                                                                                                                                                                                                                                   ;BÉDAR                                                                                                                                                                                                                                                     ;BÉDAR                                                                                                                                                                                                                                                     ;2023/01/01 00:00:00.000000000;03:00                                                                                                                                                                                                                                                     ;29.954;;4.0;67.375;4.0
